Contrast name:,Group (DiffAll-SameAg)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,11459,1145,1.000000,0.036268,0.103114,0.351724,8.000000,0.367065,0.907140
2,1804,180,1.000000,-0.029354,0.055045,-0.533277,8.000000,0.695833,0.907140
3,785,78,1.000000,-0.041948,0.048107,-0.871972,8.000000,0.795685,0.907140
4,650,65,1.000000,-0.007418,0.029333,-0.252872,8.000000,0.596628,0.907140
5,1167,116,1.000000,-0.052622,0.055574,-0.946881,8.000000,0.814291,0.907140
6,327,32,1.000000,-0.164495,0.101381,-1.622533,8.000000,0.928327,0.928327
7,189,18,1.000000,-0.117912,0.107989,-1.091886,8.000000,0.846664,0.907140
8,547,54,1.000000,-0.067127,0.164459,-0.408166,8.000000,0.653071,0.907140
9,200,20,1.000000,0.552664,0.327901,1.685458,8.000000,0.065195,0.907140
10,89,8,1.000000,0.254032,0.307759,0.825427,8.000000,0.216526,0.907140
11,191,19,1.000000,-0.061809,0.260041,-0.237689,8.000000,0.590952,0.907140
12,36,3,1.000000,0.153967,0.224578,0.685585,8.000000,0.256174,0.907140
13,30,3,1.000000,-0.022833,0.280710,-0.081341,8.000000,0.531416,0.907140
14,15,1,1.000000,-0.073026,0.164273,-0.444540,8.000000,0.665784,0.907140
15,14,1,1.000000,0.006604,0.228266,0.028930,8.000000,0.488814,0.907140
16,2,0,0.000000,NaN,NaN,NaN,0.000000,NaN,NaN
