Contrast name:,Group (All-Cont)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,11459,1145,1.000000,-0.213433,0.139925,-1.525341,8.000000,0.917158,0.986817
2,1804,180,1.000000,-0.061027,0.064021,-0.953236,8.000000,0.815810,0.986817
3,785,78,1.000000,-0.038908,0.043341,-0.897713,8.000000,0.802224,0.986817
4,650,65,1.000000,-0.062518,0.044536,-1.403772,8.000000,0.901003,0.986817
5,1167,116,1.000000,-0.029616,0.046750,-0.633494,8.000000,0.727954,0.986817
6,327,32,1.000000,-0.075749,0.071164,-1.064426,8.000000,0.840897,0.986817
7,189,18,1.000000,-0.014852,0.061655,-0.240880,8.000000,0.592147,0.986817
8,547,54,1.000000,0.235935,0.143067,1.649122,8.000000,0.068867,0.721258
9,200,20,1.000000,0.021573,0.160794,0.134164,8.000000,0.448293,0.986817
10,89,8,1.000000,-0.099867,0.064116,-1.557605,8.000000,0.921029,0.986817
11,191,19,1.000000,0.216824,0.190722,1.136854,8.000000,0.144252,0.721258
12,36,3,1.000000,0.285985,0.202140,1.414783,8.000000,0.097427,0.721258
13,30,3,1.000000,0.017434,0.148045,0.117758,8.000000,0.454581,0.986817
14,15,1,1.000000,-0.060140,0.187712,-0.320386,8.000000,0.621558,0.986817
15,14,1,1.000000,-0.203890,0.072686,-2.805089,8.000000,0.988492,0.988492
16,2,0,0.000000,NaN,NaN,NaN,0.000000,NaN,NaN
