Contrast name:,Group (DiffAll-SameAll)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,11459,1145,1.000000,-0.109979,0.111579,-0.985662,8.000000,0.823416,0.823416
2,1804,180,1.000000,0.026586,0.057641,0.461242,8.000000,0.328453,0.574215
3,785,78,1.000000,0.072362,0.049235,1.469728,8.000000,0.089916,0.449582
4,650,65,1.000000,0.022077,0.048056,0.459411,8.000000,0.329083,0.574215
5,1167,116,1.000000,0.088251,0.084913,1.039310,8.000000,0.164525,0.574215
6,327,32,1.000000,-0.060928,0.118941,-0.512250,8.000000,0.688843,0.794818
7,189,18,1.000000,0.146600,0.077896,1.882014,8.000000,0.048303,0.362272
8,547,54,1.000000,0.081443,0.126311,0.644783,8.000000,0.268557,0.574215
9,200,20,1.000000,0.353508,0.428843,0.824331,8.000000,0.216820,0.574215
10,89,8,1.000000,0.039052,0.411756,0.094842,8.000000,0.463386,0.695079
11,191,19,1.000000,0.360450,0.185955,1.938376,8.000000,0.044284,0.362272
12,36,3,1.000000,0.135376,0.326217,0.414986,8.000000,0.344529,0.574215
13,30,3,1.000000,-0.007561,0.136059,-0.055571,8.000000,0.521477,0.711105
14,15,1,1.000000,-0.285821,0.291378,-0.980928,8.000000,0.822321,0.823416
15,14,1,1.000000,-0.086794,0.170373,-0.509434,8.000000,0.687900,0.794818
16,2,0,0.000000,NaN,NaN,NaN,0.000000,NaN,NaN
